,rate_code_id,RatecodeID,rate_code_name
45169,45169,1,standard rate
45170,45170,1,standard rate
45171,45171,3,newark
45172,45172,1,standard rate
45173,45173,1,standard rate
45174,45174,1,standard rate
45175,45175,1,standard rate
45176,45176,1,standard rate
45177,45177,1,standard rate
45178,45178,1,standard rate
45179,45179,1,standard rate
45180,45180,1,standard rate
45181,45181,1,standard rate
45182,45182,1,standard rate
45183,45183,1,standard rate
45184,45184,1,standard rate
45185,45185,1,standard rate
45186,45186,1,standard rate
45187,45187,1,standard rate
45188,45188,1,standard rate
45189,45189,2,JFK
45190,45190,1,standard rate
45191,45191,1,standard rate
45192,45192,3,newark
45193,45193,1,standard rate
45194,45194,1,standard rate
45195,45195,1,standard rate
45196,45196,1,standard rate
45197,45197,2,JFK
45198,45198,1,standard rate
45199,45199,1,standard rate
45200,45200,1,standard rate
45201,45201,1,standard rate
45202,45202,1,standard rate
45203,45203,1,standard rate
45204,45204,1,standard rate
45205,45205,1,standard rate
45206,45206,1,standard rate
45207,45207,1,standard rate
45208,45208,1,standard rate
45209,45209,1,standard rate
45210,45210,1,standard rate
45211,45211,1,standard rate
45212,45212,1,standard rate
45213,45213,1,standard rate
45214,45214,1,standard rate
45215,45215,1,standard rate
45216,45216,1,standard rate
45217,45217,1,standard rate
45218,45218,1,standard rate
45219,45219,1,standard rate
45220,45220,1,standard rate
45221,45221,1,standard rate
45222,45222,1,standard rate
45223,45223,1,standard rate
45224,45224,1,standard rate
45225,45225,1,standard rate
45226,45226,1,standard rate
45227,45227,1,standard rate
45228,45228,1,standard rate
45229,45229,1,standard rate
45230,45230,1,standard rate
45231,45231,1,standard rate
45232,45232,1,standard rate
45233,45233,1,standard rate
45234,45234,1,standard rate
45235,45235,1,standard rate
45236,45236,1,standard rate
45237,45237,1,standard rate
45238,45238,1,standard rate
45239,45239,1,standard rate
45240,45240,1,standard rate
45241,45241,1,standard rate
45242,45242,1,standard rate
45243,45243,1,standard rate
45244,45244,1,standard rate
45245,45245,1,standard rate
45246,45246,1,standard rate
45247,45247,1,standard rate
45248,45248,1,standard rate
45249,45249,1,standard rate
45250,45250,1,standard rate
45251,45251,1,standard rate
45252,45252,1,standard rate
45253,45253,1,standard rate
45254,45254,1,standard rate
45255,45255,1,standard rate
45256,45256,1,standard rate
45257,45257,1,standard rate
45258,45258,1,standard rate
45259,45259,1,standard rate
45260,45260,1,standard rate
45261,45261,1,standard rate
45262,45262,1,standard rate
45263,45263,1,standard rate
45264,45264,1,standard rate
45265,45265,1,standard rate
45266,45266,1,standard rate
45267,45267,1,standard rate
45268,45268,1,standard rate
45269,45269,1,standard rate
45270,45270,1,standard rate
45271,45271,1,standard rate
45272,45272,1,standard rate
45273,45273,1,standard rate
45274,45274,1,standard rate
45275,45275,1,standard rate
45276,45276,1,standard rate
45277,45277,1,standard rate
45278,45278,1,standard rate
45279,45279,1,standard rate
45280,45280,1,standard rate
45281,45281,1,standard rate
45282,45282,1,standard rate
45283,45283,1,standard rate
45284,45284,1,standard rate
45285,45285,1,standard rate
45286,45286,1,standard rate
45287,45287,1,standard rate
45288,45288,1,standard rate
45289,45289,1,standard rate
45290,45290,1,standard rate
45291,45291,1,standard rate
45292,45292,1,standard rate
45293,45293,1,standard rate
45294,45294,1,standard rate
45295,45295,1,standard rate
45296,45296,1,standard rate
45297,45297,1,standard rate
45298,45298,5,Negotiated fare
45299,45299,1,standard rate
45300,45300,1,standard rate
45301,45301,1,standard rate
45302,45302,1,standard rate
45303,45303,1,standard rate
45304,45304,1,standard rate
45305,45305,1,standard rate
45306,45306,1,standard rate
45307,45307,1,standard rate
45308,45308,1,standard rate
45309,45309,1,standard rate
45310,45310,1,standard rate
45311,45311,1,standard rate
45312,45312,1,standard rate
45313,45313,1,standard rate
45314,45314,1,standard rate
45315,45315,2,JFK
45316,45316,1,standard rate
45317,45317,1,standard rate
45318,45318,1,standard rate
45319,45319,1,standard rate
45320,45320,1,standard rate
45321,45321,1,standard rate
45322,45322,1,standard rate
45323,45323,1,standard rate
45324,45324,1,standard rate
45325,45325,1,standard rate
45326,45326,1,standard rate
45327,45327,1,standard rate
45328,45328,1,standard rate
45329,45329,1,standard rate
45330,45330,1,standard rate
45331,45331,1,standard rate
45332,45332,1,standard rate
45333,45333,1,standard rate
45334,45334,1,standard rate
45335,45335,1,standard rate
45336,45336,1,standard rate
45337,45337,1,standard rate
45338,45338,1,standard rate
45339,45339,1,standard rate
45340,45340,1,standard rate
45341,45341,1,standard rate
45342,45342,1,standard rate
45343,45343,1,standard rate
45344,45344,1,standard rate
45345,45345,1,standard rate
45346,45346,1,standard rate
45347,45347,1,standard rate
45348,45348,1,standard rate
45349,45349,1,standard rate
45350,45350,1,standard rate
45351,45351,1,standard rate
45352,45352,1,standard rate
45353,45353,1,standard rate
45354,45354,1,standard rate
45355,45355,1,standard rate
45356,45356,1,standard rate
45357,45357,1,standard rate
45358,45358,1,standard rate
45359,45359,2,JFK
45360,45360,1,standard rate
45361,45361,1,standard rate
45362,45362,1,standard rate
45363,45363,1,standard rate
45364,45364,1,standard rate
45365,45365,1,standard rate
45366,45366,1,standard rate
45367,45367,1,standard rate
45368,45368,1,standard rate
45369,45369,1,standard rate
45370,45370,1,standard rate
45371,45371,1,standard rate
45372,45372,1,standard rate
45373,45373,1,standard rate
45374,45374,1,standard rate
45375,45375,1,standard rate
45376,45376,1,standard rate
45377,45377,1,standard rate
45378,45378,1,standard rate
45379,45379,1,standard rate
45380,45380,1,standard rate
45381,45381,1,standard rate
45382,45382,1,standard rate
45383,45383,1,standard rate
45384,45384,1,standard rate
45385,45385,1,standard rate
45386,45386,1,standard rate
45387,45387,1,standard rate
45388,45388,1,standard rate
45389,45389,1,standard rate
45390,45390,1,standard rate
45391,45391,1,standard rate
45392,45392,1,standard rate
45393,45393,2,JFK
45394,45394,1,standard rate
45395,45395,1,standard rate
45396,45396,1,standard rate
45397,45397,1,standard rate
45398,45398,1,standard rate
45399,45399,1,standard rate
45400,45400,1,standard rate
45401,45401,1,standard rate
45402,45402,1,standard rate
45403,45403,1,standard rate
45404,45404,1,standard rate
45405,45405,1,standard rate
45406,45406,1,standard rate
45407,45407,1,standard rate
45408,45408,1,standard rate
45409,45409,1,standard rate
45410,45410,1,standard rate
45411,45411,1,standard rate
45412,45412,1,standard rate
45413,45413,1,standard rate
45414,45414,1,standard rate
45415,45415,1,standard rate
45416,45416,1,standard rate
45417,45417,1,standard rate
45418,45418,1,standard rate
45419,45419,1,standard rate
45420,45420,1,standard rate
45421,45421,1,standard rate
45422,45422,1,standard rate
45423,45423,1,standard rate
45424,45424,1,standard rate
45425,45425,1,standard rate
45426,45426,1,standard rate
45427,45427,1,standard rate
45428,45428,1,standard rate
45429,45429,1,standard rate
45430,45430,1,standard rate
45431,45431,1,standard rate
45432,45432,1,standard rate
45433,45433,1,standard rate
45434,45434,1,standard rate
45435,45435,1,standard rate
45436,45436,1,standard rate
45437,45437,1,standard rate
45438,45438,1,standard rate
45439,45439,1,standard rate
45440,45440,1,standard rate
45441,45441,1,standard rate
45442,45442,1,standard rate
45443,45443,1,standard rate
45444,45444,1,standard rate
45445,45445,1,standard rate
45446,45446,1,standard rate
45447,45447,1,standard rate
45448,45448,1,standard rate
45449,45449,1,standard rate
45450,45450,1,standard rate
45451,45451,1,standard rate
45452,45452,1,standard rate
45453,45453,1,standard rate
45454,45454,1,standard rate
45455,45455,1,standard rate
45456,45456,1,standard rate
45457,45457,1,standard rate
45458,45458,1,standard rate
45459,45459,1,standard rate
45460,45460,1,standard rate
45461,45461,1,standard rate
45462,45462,1,standard rate
45463,45463,1,standard rate
45464,45464,1,standard rate
45465,45465,1,standard rate
45466,45466,1,standard rate
45467,45467,1,standard rate
45468,45468,1,standard rate
45469,45469,1,standard rate
45470,45470,1,standard rate
45471,45471,1,standard rate
45472,45472,1,standard rate
45473,45473,1,standard rate
45474,45474,1,standard rate
45475,45475,1,standard rate
45476,45476,1,standard rate
45477,45477,1,standard rate
45478,45478,2,JFK
45479,45479,1,standard rate
45480,45480,1,standard rate
45481,45481,1,standard rate
45482,45482,1,standard rate
45483,45483,1,standard rate
45484,45484,1,standard rate
45485,45485,1,standard rate
45486,45486,1,standard rate
45487,45487,1,standard rate
45488,45488,1,standard rate
45489,45489,1,standard rate
45490,45490,1,standard rate
45491,45491,1,standard rate
45492,45492,1,standard rate
45493,45493,1,standard rate
45494,45494,1,standard rate
45495,45495,1,standard rate
45496,45496,1,standard rate
45497,45497,1,standard rate
45498,45498,1,standard rate
45499,45499,1,standard rate
45500,45500,1,standard rate
45501,45501,1,standard rate
45502,45502,1,standard rate
45503,45503,1,standard rate
45504,45504,1,standard rate
45505,45505,1,standard rate
45506,45506,1,standard rate
45507,45507,1,standard rate
45508,45508,1,standard rate
45509,45509,1,standard rate
45510,45510,1,standard rate
45511,45511,1,standard rate
45512,45512,1,standard rate
45513,45513,1,standard rate
45514,45514,1,standard rate
45515,45515,1,standard rate
45516,45516,1,standard rate
45517,45517,1,standard rate
45518,45518,1,standard rate
45519,45519,1,standard rate
45520,45520,1,standard rate
45521,45521,1,standard rate
45522,45522,1,standard rate
45523,45523,1,standard rate
45524,45524,5,Negotiated fare
45525,45525,1,standard rate
45526,45526,1,standard rate
45527,45527,1,standard rate
45528,45528,1,standard rate
45529,45529,1,standard rate
45530,45530,1,standard rate
45531,45531,1,standard rate
45532,45532,1,standard rate
45533,45533,1,standard rate
45534,45534,1,standard rate
45535,45535,1,standard rate
45536,45536,1,standard rate
45537,45537,1,standard rate
45538,45538,1,standard rate
45539,45539,1,standard rate
45540,45540,1,standard rate
45541,45541,1,standard rate
45542,45542,1,standard rate
45543,45543,1,standard rate
45544,45544,1,standard rate
45545,45545,1,standard rate
45546,45546,1,standard rate
45547,45547,1,standard rate
45548,45548,1,standard rate
45549,45549,1,standard rate
45550,45550,1,standard rate
45551,45551,1,standard rate
45552,45552,1,standard rate
45553,45553,1,standard rate
45554,45554,1,standard rate
45555,45555,1,standard rate
45556,45556,1,standard rate
45557,45557,1,standard rate
45558,45558,1,standard rate
45559,45559,1,standard rate
45560,45560,1,standard rate
45561,45561,1,standard rate
45562,45562,1,standard rate
45563,45563,1,standard rate
45564,45564,2,JFK
45565,45565,1,standard rate
45566,45566,1,standard rate
45567,45567,1,standard rate
45568,45568,1,standard rate
45569,45569,1,standard rate
45570,45570,1,standard rate
45571,45571,1,standard rate
45572,45572,1,standard rate
45573,45573,1,standard rate
45574,45574,1,standard rate
45575,45575,1,standard rate
45576,45576,1,standard rate
45577,45577,1,standard rate
45578,45578,1,standard rate
45579,45579,1,standard rate
45580,45580,1,standard rate
45581,45581,1,standard rate
45582,45582,1,standard rate
45583,45583,1,standard rate
45584,45584,1,standard rate
45585,45585,1,standard rate
45586,45586,1,standard rate
45587,45587,1,standard rate
45588,45588,1,standard rate
45589,45589,1,standard rate
45590,45590,1,standard rate
45591,45591,1,standard rate
45592,45592,1,standard rate
45593,45593,1,standard rate
45594,45594,1,standard rate
45595,45595,1,standard rate
45596,45596,1,standard rate
45597,45597,1,standard rate
45598,45598,1,standard rate
45599,45599,1,standard rate
45600,45600,1,standard rate
45601,45601,1,standard rate
45602,45602,1,standard rate
45603,45603,1,standard rate
45604,45604,1,standard rate
45605,45605,1,standard rate
45606,45606,1,standard rate
45607,45607,1,standard rate
45608,45608,1,standard rate
45609,45609,1,standard rate
45610,45610,1,standard rate
45611,45611,1,standard rate
45612,45612,1,standard rate
45613,45613,1,standard rate
45614,45614,1,standard rate
45615,45615,1,standard rate
45616,45616,1,standard rate
45617,45617,1,standard rate
45618,45618,1,standard rate
45619,45619,1,standard rate
45620,45620,1,standard rate
45621,45621,1,standard rate
45622,45622,1,standard rate
45623,45623,1,standard rate
45624,45624,1,standard rate
45625,45625,1,standard rate
45626,45626,1,standard rate
45627,45627,1,standard rate
45628,45628,1,standard rate
45629,45629,1,standard rate
45630,45630,1,standard rate
45631,45631,1,standard rate
45632,45632,1,standard rate
45633,45633,1,standard rate
45634,45634,1,standard rate
45635,45635,1,standard rate
45636,45636,1,standard rate
45637,45637,1,standard rate
45638,45638,1,standard rate
45639,45639,1,standard rate
45640,45640,1,standard rate
45641,45641,1,standard rate
45642,45642,1,standard rate
45643,45643,1,standard rate
45644,45644,1,standard rate
45645,45645,1,standard rate
45646,45646,2,JFK
45647,45647,1,standard rate
45648,45648,1,standard rate
45649,45649,1,standard rate
45650,45650,1,standard rate
45651,45651,1,standard rate
45652,45652,1,standard rate
45653,45653,1,standard rate
45654,45654,1,standard rate
45655,45655,1,standard rate
45656,45656,1,standard rate
45657,45657,1,standard rate
45658,45658,1,standard rate
45659,45659,1,standard rate
45660,45660,1,standard rate
45661,45661,1,standard rate
45662,45662,1,standard rate
45663,45663,1,standard rate
45664,45664,1,standard rate
45665,45665,1,standard rate
45666,45666,1,standard rate
45667,45667,1,standard rate
45668,45668,1,standard rate
45669,45669,1,standard rate
45670,45670,1,standard rate
45671,45671,1,standard rate
45672,45672,1,standard rate
45673,45673,1,standard rate
45674,45674,1,standard rate
45675,45675,1,standard rate
45676,45676,1,standard rate
45677,45677,1,standard rate
45678,45678,1,standard rate
45679,45679,1,standard rate
45680,45680,1,standard rate
45681,45681,1,standard rate
45682,45682,1,standard rate
45683,45683,1,standard rate
45684,45684,1,standard rate
45685,45685,1,standard rate
45686,45686,1,standard rate
45687,45687,1,standard rate
45688,45688,1,standard rate
45689,45689,1,standard rate
45690,45690,1,standard rate
45691,45691,1,standard rate
45692,45692,1,standard rate
45693,45693,1,standard rate
45694,45694,1,standard rate
45695,45695,1,standard rate
45696,45696,1,standard rate
45697,45697,1,standard rate
45698,45698,1,standard rate
45699,45699,1,standard rate
45700,45700,1,standard rate
45701,45701,1,standard rate
45702,45702,1,standard rate
45703,45703,1,standard rate
45704,45704,1,standard rate
45705,45705,1,standard rate
45706,45706,1,standard rate
45707,45707,1,standard rate
45708,45708,1,standard rate
45709,45709,1,standard rate
45710,45710,1,standard rate
45711,45711,1,standard rate
45712,45712,1,standard rate
45713,45713,1,standard rate
45714,45714,1,standard rate
45715,45715,1,standard rate
45716,45716,1,standard rate
45717,45717,1,standard rate
45718,45718,1,standard rate
45719,45719,1,standard rate
45720,45720,1,standard rate
45721,45721,1,standard rate
45722,45722,1,standard rate
45723,45723,1,standard rate
45724,45724,1,standard rate
45725,45725,1,standard rate
45726,45726,1,standard rate
45727,45727,1,standard rate
45728,45728,1,standard rate
45729,45729,1,standard rate
45730,45730,1,standard rate
45731,45731,1,standard rate
45732,45732,1,standard rate
45733,45733,1,standard rate
45734,45734,1,standard rate
45735,45735,1,standard rate
45736,45736,1,standard rate
45737,45737,1,standard rate
45738,45738,1,standard rate
45739,45739,1,standard rate
45740,45740,1,standard rate
45741,45741,1,standard rate
45742,45742,1,standard rate
45743,45743,1,standard rate
45744,45744,1,standard rate
45745,45745,1,standard rate
45746,45746,1,standard rate
45747,45747,2,JFK
45748,45748,1,standard rate
45749,45749,1,standard rate
45750,45750,1,standard rate
45751,45751,1,standard rate
45752,45752,1,standard rate
45753,45753,1,standard rate
45754,45754,1,standard rate
45755,45755,1,standard rate
45756,45756,1,standard rate
45757,45757,1,standard rate
45758,45758,1,standard rate
45759,45759,1,standard rate
45760,45760,1,standard rate
45761,45761,1,standard rate
45762,45762,1,standard rate
45763,45763,1,standard rate
45764,45764,1,standard rate
45765,45765,1,standard rate
45766,45766,1,standard rate
45767,45767,1,standard rate
45768,45768,1,standard rate
45769,45769,1,standard rate
45770,45770,1,standard rate
45771,45771,1,standard rate
45772,45772,1,standard rate
45773,45773,1,standard rate
45774,45774,1,standard rate
45775,45775,1,standard rate
45776,45776,1,standard rate
45777,45777,1,standard rate
45778,45778,1,standard rate
45779,45779,1,standard rate
45780,45780,1,standard rate
45781,45781,1,standard rate
45782,45782,1,standard rate
45783,45783,1,standard rate
45784,45784,1,standard rate
45785,45785,1,standard rate
45786,45786,1,standard rate
45787,45787,1,standard rate
45788,45788,1,standard rate
45789,45789,1,standard rate
45790,45790,1,standard rate
45791,45791,1,standard rate
45792,45792,1,standard rate
45793,45793,1,standard rate
45794,45794,1,standard rate
45795,45795,1,standard rate
45796,45796,1,standard rate
45797,45797,1,standard rate
45798,45798,1,standard rate
45799,45799,1,standard rate
45800,45800,1,standard rate
45801,45801,2,JFK
45802,45802,1,standard rate
45803,45803,1,standard rate
45804,45804,1,standard rate
45805,45805,1,standard rate
45806,45806,1,standard rate
45807,45807,1,standard rate
45808,45808,1,standard rate
45809,45809,1,standard rate
45810,45810,1,standard rate
45811,45811,1,standard rate
45812,45812,1,standard rate
45813,45813,1,standard rate
45814,45814,1,standard rate
45815,45815,1,standard rate
45816,45816,1,standard rate
45817,45817,1,standard rate
45818,45818,1,standard rate
45819,45819,1,standard rate
45820,45820,1,standard rate
45821,45821,1,standard rate
45822,45822,1,standard rate
45823,45823,1,standard rate
45824,45824,1,standard rate
45825,45825,1,standard rate
45826,45826,1,standard rate
45827,45827,1,standard rate
45828,45828,2,JFK
45829,45829,1,standard rate
45830,45830,1,standard rate
45831,45831,1,standard rate
45832,45832,1,standard rate
45833,45833,1,standard rate
45834,45834,1,standard rate
45835,45835,1,standard rate
45836,45836,1,standard rate
45837,45837,1,standard rate
45838,45838,1,standard rate
45839,45839,1,standard rate
45840,45840,1,standard rate
45841,45841,1,standard rate
45842,45842,1,standard rate
45843,45843,1,standard rate
45844,45844,1,standard rate
45845,45845,1,standard rate
45846,45846,1,standard rate
45847,45847,1,standard rate
45848,45848,1,standard rate
45849,45849,1,standard rate
45850,45850,1,standard rate
45851,45851,1,standard rate
45852,45852,1,standard rate
45853,45853,1,standard rate
45854,45854,1,standard rate
45855,45855,1,standard rate
45856,45856,1,standard rate
45857,45857,1,standard rate
45858,45858,1,standard rate
45859,45859,1,standard rate
45860,45860,1,standard rate
45861,45861,1,standard rate
45862,45862,1,standard rate
45863,45863,1,standard rate
45864,45864,1,standard rate
45865,45865,1,standard rate
45866,45866,1,standard rate
45867,45867,1,standard rate
45868,45868,2,JFK
45869,45869,1,standard rate
45870,45870,1,standard rate
45871,45871,1,standard rate
45872,45872,1,standard rate
45873,45873,1,standard rate
45874,45874,1,standard rate
45875,45875,1,standard rate
45876,45876,1,standard rate
45877,45877,1,standard rate
45878,45878,1,standard rate
45879,45879,1,standard rate
45880,45880,1,standard rate
45881,45881,1,standard rate
45882,45882,1,standard rate
45883,45883,1,standard rate
45884,45884,1,standard rate
45885,45885,1,standard rate
45886,45886,1,standard rate
45887,45887,1,standard rate
45888,45888,1,standard rate
45889,45889,1,standard rate
45890,45890,1,standard rate
45891,45891,1,standard rate
45892,45892,1,standard rate
45893,45893,1,standard rate
45894,45894,1,standard rate
45895,45895,1,standard rate
45896,45896,1,standard rate
45897,45897,1,standard rate
45898,45898,1,standard rate
45899,45899,1,standard rate
45900,45900,1,standard rate
45901,45901,2,JFK
45902,45902,1,standard rate
45903,45903,1,standard rate
45904,45904,1,standard rate
45905,45905,1,standard rate
45906,45906,1,standard rate
45907,45907,1,standard rate
45908,45908,1,standard rate
45909,45909,1,standard rate
45910,45910,1,standard rate
45911,45911,1,standard rate
45912,45912,2,JFK
45913,45913,1,standard rate
45914,45914,1,standard rate
45915,45915,1,standard rate
45916,45916,1,standard rate
45917,45917,1,standard rate
45918,45918,1,standard rate
45919,45919,1,standard rate
45920,45920,2,JFK
45921,45921,1,standard rate
45922,45922,1,standard rate
45923,45923,1,standard rate
45924,45924,1,standard rate
45925,45925,1,standard rate
45926,45926,1,standard rate
45927,45927,1,standard rate
45928,45928,1,standard rate
45929,45929,1,standard rate
45930,45930,1,standard rate
45931,45931,1,standard rate
45932,45932,1,standard rate
45933,45933,1,standard rate
45934,45934,1,standard rate
45935,45935,1,standard rate
45936,45936,1,standard rate
45937,45937,1,standard rate
45938,45938,1,standard rate
45939,45939,1,standard rate
45940,45940,1,standard rate
45941,45941,1,standard rate
45942,45942,1,standard rate
45943,45943,1,standard rate
45944,45944,1,standard rate
45945,45945,1,standard rate
45946,45946,1,standard rate
45947,45947,1,standard rate
45948,45948,1,standard rate
45949,45949,1,standard rate
45950,45950,1,standard rate
45951,45951,1,standard rate
45952,45952,1,standard rate
45953,45953,1,standard rate
45954,45954,1,standard rate
45955,45955,1,standard rate
45956,45956,1,standard rate
45957,45957,1,standard rate
45958,45958,1,standard rate
45959,45959,1,standard rate
45960,45960,1,standard rate
45961,45961,1,standard rate
45962,45962,1,standard rate
45963,45963,1,standard rate
45964,45964,1,standard rate
45965,45965,1,standard rate
45966,45966,1,standard rate
45967,45967,1,standard rate
45968,45968,1,standard rate
45969,45969,1,standard rate
45970,45970,1,standard rate
45971,45971,1,standard rate
45972,45972,1,standard rate
45973,45973,1,standard rate
45974,45974,1,standard rate
45975,45975,1,standard rate
45976,45976,1,standard rate
45977,45977,1,standard rate
45978,45978,1,standard rate
45979,45979,1,standard rate
45980,45980,1,standard rate
45981,45981,2,JFK
45982,45982,1,standard rate
45983,45983,1,standard rate
45984,45984,1,standard rate
45985,45985,1,standard rate
45986,45986,1,standard rate
45987,45987,1,standard rate
45988,45988,1,standard rate
45989,45989,1,standard rate
45990,45990,1,standard rate
45991,45991,1,standard rate
45992,45992,1,standard rate
45993,45993,1,standard rate
45994,45994,1,standard rate
45995,45995,1,standard rate
45996,45996,1,standard rate
45997,45997,1,standard rate
45998,45998,1,standard rate
45999,45999,1,standard rate
46000,46000,1,standard rate
46001,46001,1,standard rate
46002,46002,1,standard rate
46003,46003,1,standard rate
46004,46004,1,standard rate
46005,46005,1,standard rate
46006,46006,1,standard rate
46007,46007,1,standard rate
46008,46008,1,standard rate
46009,46009,1,standard rate
46010,46010,1,standard rate
46011,46011,1,standard rate
46012,46012,1,standard rate
46013,46013,1,standard rate
46014,46014,1,standard rate
46015,46015,1,standard rate
46016,46016,1,standard rate
46017,46017,1,standard rate
46018,46018,1,standard rate
46019,46019,1,standard rate
46020,46020,1,standard rate
46021,46021,1,standard rate
46022,46022,1,standard rate
46023,46023,1,standard rate
46024,46024,1,standard rate
46025,46025,1,standard rate
46026,46026,1,standard rate
46027,46027,1,standard rate
46028,46028,1,standard rate
46029,46029,1,standard rate
46030,46030,1,standard rate
46031,46031,1,standard rate
46032,46032,1,standard rate
46033,46033,2,JFK
46034,46034,1,standard rate
46035,46035,1,standard rate
46036,46036,1,standard rate
46037,46037,1,standard rate
46038,46038,1,standard rate
46039,46039,1,standard rate
46040,46040,1,standard rate
46041,46041,1,standard rate
46042,46042,1,standard rate
46043,46043,1,standard rate
46044,46044,1,standard rate
46045,46045,1,standard rate
46046,46046,1,standard rate
46047,46047,1,standard rate
46048,46048,1,standard rate
46049,46049,1,standard rate
46050,46050,1,standard rate
46051,46051,1,standard rate
46052,46052,1,standard rate
46053,46053,1,standard rate
46054,46054,1,standard rate
46055,46055,1,standard rate
46056,46056,1,standard rate
46057,46057,1,standard rate
46058,46058,1,standard rate
46059,46059,1,standard rate
46060,46060,1,standard rate
46061,46061,1,standard rate
46062,46062,1,standard rate
46063,46063,1,standard rate
46064,46064,1,standard rate
46065,46065,1,standard rate
46066,46066,1,standard rate
46067,46067,1,standard rate
46068,46068,1,standard rate
46069,46069,1,standard rate
46070,46070,1,standard rate
46071,46071,1,standard rate
46072,46072,1,standard rate
46073,46073,1,standard rate
46074,46074,1,standard rate
46075,46075,1,standard rate
46076,46076,1,standard rate
46077,46077,1,standard rate
46078,46078,1,standard rate
46079,46079,1,standard rate
46080,46080,1,standard rate
46081,46081,1,standard rate
46082,46082,1,standard rate
46083,46083,1,standard rate
46084,46084,1,standard rate
46085,46085,1,standard rate
46086,46086,1,standard rate
46087,46087,1,standard rate
46088,46088,1,standard rate
46089,46089,1,standard rate
46090,46090,1,standard rate
46091,46091,1,standard rate
46092,46092,1,standard rate
46093,46093,1,standard rate
46094,46094,1,standard rate
46095,46095,1,standard rate
46096,46096,1,standard rate
46097,46097,1,standard rate
46098,46098,1,standard rate
46099,46099,1,standard rate
46100,46100,1,standard rate
46101,46101,1,standard rate
46102,46102,1,standard rate
46103,46103,1,standard rate
46104,46104,1,standard rate
46105,46105,1,standard rate
46106,46106,1,standard rate
46107,46107,1,standard rate
46108,46108,1,standard rate
46109,46109,1,standard rate
46110,46110,1,standard rate
46111,46111,1,standard rate
46112,46112,1,standard rate
46113,46113,1,standard rate
46114,46114,1,standard rate
46115,46115,1,standard rate
46116,46116,1,standard rate
46117,46117,1,standard rate
46118,46118,1,standard rate
46119,46119,1,standard rate
46120,46120,1,standard rate
46121,46121,1,standard rate
46122,46122,1,standard rate
46123,46123,1,standard rate
46124,46124,1,standard rate
46125,46125,1,standard rate
46126,46126,1,standard rate
46127,46127,1,standard rate
46128,46128,1,standard rate
46129,46129,1,standard rate
46130,46130,1,standard rate
46131,46131,2,JFK
46132,46132,1,standard rate
46133,46133,5,Negotiated fare
46134,46134,1,standard rate
46135,46135,1,standard rate
46136,46136,1,standard rate
46137,46137,1,standard rate
46138,46138,1,standard rate
46139,46139,1,standard rate
46140,46140,1,standard rate
46141,46141,1,standard rate
46142,46142,1,standard rate
46143,46143,1,standard rate
46144,46144,1,standard rate
46145,46145,1,standard rate
46146,46146,1,standard rate
46147,46147,1,standard rate
46148,46148,1,standard rate
46149,46149,1,standard rate
46150,46150,1,standard rate
46151,46151,1,standard rate
46152,46152,1,standard rate
46153,46153,1,standard rate
46154,46154,1,standard rate
46155,46155,1,standard rate
46156,46156,1,standard rate
46157,46157,1,standard rate
46158,46158,1,standard rate
46159,46159,1,standard rate
46160,46160,1,standard rate
46161,46161,1,standard rate
46162,46162,1,standard rate
46163,46163,1,standard rate
46164,46164,1,standard rate
46165,46165,1,standard rate
46166,46166,1,standard rate
46167,46167,1,standard rate
46168,46168,1,standard rate
46169,46169,1,standard rate
46170,46170,1,standard rate
46171,46171,1,standard rate
46172,46172,1,standard rate
46173,46173,1,standard rate
46174,46174,1,standard rate
46175,46175,1,standard rate
46176,46176,1,standard rate
46177,46177,1,standard rate
46178,46178,1,standard rate
46179,46179,1,standard rate
46180,46180,1,standard rate
46181,46181,1,standard rate
46182,46182,1,standard rate
46183,46183,1,standard rate
46184,46184,1,standard rate
46185,46185,1,standard rate
46186,46186,1,standard rate
46187,46187,1,standard rate
46188,46188,1,standard rate
46189,46189,1,standard rate
46190,46190,1,standard rate
46191,46191,1,standard rate
46192,46192,1,standard rate
46193,46193,1,standard rate
46194,46194,1,standard rate
46195,46195,1,standard rate
46196,46196,1,standard rate
46197,46197,1,standard rate
46198,46198,1,standard rate
46199,46199,1,standard rate
46200,46200,1,standard rate
46201,46201,1,standard rate
46202,46202,1,standard rate
46203,46203,1,standard rate
46204,46204,1,standard rate
46205,46205,1,standard rate
46206,46206,1,standard rate
46207,46207,1,standard rate
46208,46208,1,standard rate
46209,46209,1,standard rate
46210,46210,1,standard rate
46211,46211,1,standard rate
46212,46212,1,standard rate
46213,46213,1,standard rate
46214,46214,1,standard rate
46215,46215,1,standard rate
46216,46216,1,standard rate
46217,46217,1,standard rate
46218,46218,1,standard rate
46219,46219,1,standard rate
46220,46220,1,standard rate
46221,46221,1,standard rate
46222,46222,1,standard rate
46223,46223,1,standard rate
46224,46224,1,standard rate
46225,46225,1,standard rate
46226,46226,1,standard rate
46227,46227,1,standard rate
46228,46228,1,standard rate
46229,46229,1,standard rate
46230,46230,1,standard rate
46231,46231,1,standard rate
46232,46232,1,standard rate
46233,46233,1,standard rate
46234,46234,1,standard rate
46235,46235,1,standard rate
46236,46236,2,JFK
46237,46237,1,standard rate
46238,46238,1,standard rate
46239,46239,1,standard rate
46240,46240,1,standard rate
46241,46241,1,standard rate
46242,46242,1,standard rate
46243,46243,1,standard rate
46244,46244,1,standard rate
