,trip_distance_id,trip_distance
29554,29554,1.88
29555,29555,1.57
29556,29556,1.29
29557,29557,0.37
29558,29558,0.79
29559,29559,3.07
29560,29560,2.52
29561,29561,2.54
29562,29562,2.87
29563,29563,1.35
29564,29564,0.95
29565,29565,0.76
29566,29566,1.56
29567,29567,0.77
29568,29568,1.51
29569,29569,2.31
29570,29570,6.3
29571,29571,5.41
29572,29572,1.62
29573,29573,1.45
29574,29574,1.95
29575,29575,1.48
29576,29576,1.7
29577,29577,1.37
29578,29578,0.79
29579,29579,1.29
29580,29580,1.36
29581,29581,1.11
29582,29582,2.18
29583,29583,2.05
29584,29584,11.41
29585,29585,3.47
29586,29586,2.26
29587,29587,0.97
29588,29588,1.17
29589,29589,0.35
29590,29590,0.85
29591,29591,1.06
29592,29592,3.1
29593,29593,0.95
29594,29594,2.22
29595,29595,1.64
29596,29596,0.77
29597,29597,0.74
29598,29598,1.8
29599,29599,0.2
29600,29600,1.36
29601,29601,0.3
29602,29602,1.71
29603,29603,0.92
29604,29604,1.38
29605,29605,0.73
29606,29606,0.95
29607,29607,0.83
29608,29608,7.27
29609,29609,2.08
29610,29610,1.12
29611,29611,0.61
29612,29612,0.4
29613,29613,0.4
29614,29614,2.37
29615,29615,2.06
29616,29616,2.87
29617,29617,1.61
29618,29618,3.23
29619,29619,2.1
29620,29620,0.0
29621,29621,1.28
29622,29622,2.68
29623,29623,0.96
29624,29624,2.6
29625,29625,1.12
29626,29626,0.78
29627,29627,0.56
29628,29628,9.79
29629,29629,0.81
29630,29630,0.8
29631,29631,0.65
29632,29632,3.23
29633,29633,2.56
29634,29634,0.98
29635,29635,1.0
29636,29636,1.03
29637,29637,1.87
29638,29638,3.22
29639,29639,3.28
29640,29640,1.48
29641,29641,0.83
29642,29642,0.6
29643,29643,2.1
29644,29644,1.07
29645,29645,3.01
29646,29646,6.03
29647,29647,0.32
29648,29648,0.95
29649,29649,0.79
29650,29650,0.69
29651,29651,0.79
29652,29652,0.79
29653,29653,4.93
29654,29654,1.72
29655,29655,2.56
29656,29656,2.46
29657,29657,1.03
29658,29658,1.51
29659,29659,1.06
29660,29660,20.33
29661,29661,3.63
29662,29662,3.24
29663,29663,0.51
29664,29664,3.69
29665,29665,0.55
29666,29666,4.56
29667,29667,2.89
29668,29668,0.95
29669,29669,1.96
29670,29670,1.35
29671,29671,0.74
29672,29672,2.91
29673,29673,3.21
29674,29674,0.69
29675,29675,1.4
29676,29676,2.66
29677,29677,0.8
29678,29678,1.36
29679,29679,1.1
29680,29680,1.21
29681,29681,1.01
29682,29682,0.32
29683,29683,0.59
29684,29684,18.4
29685,29685,1.86
29686,29686,1.79
29687,29687,1.25
29688,29688,0.93
29689,29689,6.03
29690,29690,2.94
29691,29691,1.22
29692,29692,0.64
29693,29693,1.99
29694,29694,6.14
29695,29695,0.01
29696,29696,1.66
29697,29697,1.28
29698,29698,1.62
29699,29699,1.29
29700,29700,2.14
29701,29701,0.34
29702,29702,3.8
29703,29703,1.31
29704,29704,7.0
29705,29705,1.21
29706,29706,1.88
29707,29707,0.78
29708,29708,1.63
29709,29709,0.93
29710,29710,1.23
29711,29711,2.32
29712,29712,1.72
29713,29713,1.82
29714,29714,1.76
29715,29715,2.04
29716,29716,2.41
29717,29717,2.93
29718,29718,17.08
29719,29719,14.49
29720,29720,1.73
29721,29721,0.28
29722,29722,1.15
29723,29723,0.94
29724,29724,1.46
29725,29725,1.54
29726,29726,1.79
29727,29727,9.78
29728,29728,1.52
29729,29729,2.4
29730,29730,0.64
29731,29731,0.53
29732,29732,7.0
29733,29733,1.7
29734,29734,2.15
29735,29735,1.19
29736,29736,1.39
29737,29737,0.49
29738,29738,0.9
29739,29739,1.98
29740,29740,0.84
29741,29741,0.61
29742,29742,0.41
29743,29743,4.04
29744,29744,2.94
29745,29745,2.15
29746,29746,0.87
29747,29747,1.19
29748,29748,4.73
29749,29749,0.88
29750,29750,1.11
29751,29751,1.83
29752,29752,5.33
29753,29753,12.85
29754,29754,1.48
29755,29755,1.04
29756,29756,1.44
29757,29757,5.83
29758,29758,6.46
29759,29759,11.44
29760,29760,0.74
29761,29761,0.46
29762,29762,1.95
29763,29763,2.26
29764,29764,2.55
29765,29765,0.99
29766,29766,1.59
29767,29767,0.77
29768,29768,1.17
29769,29769,13.39
29770,29770,1.71
29771,29771,0.97
29772,29772,2.52
29773,29773,1.19
29774,29774,8.13
29775,29775,5.21
29776,29776,1.35
29777,29777,1.43
29778,29778,18.98
29779,29779,1.79
29780,29780,4.14
29781,29781,2.23
29782,29782,8.46
29783,29783,1.28
29784,29784,10.44
29785,29785,4.37
29786,29786,1.0
29787,29787,0.73
29788,29788,0.8
29789,29789,0.63
29790,29790,1.29
29791,29791,0.24
29792,29792,1.03
29793,29793,1.41
29794,29794,2.07
29795,29795,0.24
29796,29796,1.19
29797,29797,3.84
29798,29798,1.94
29799,29799,1.11
29800,29800,0.68
29801,29801,1.15
29802,29802,1.03
29803,29803,1.12
29804,29804,0.76
29805,29805,0.56
29806,29806,5.43
29807,29807,0.86
29808,29808,0.76
29809,29809,2.39
29810,29810,1.99
29811,29811,0.93
29812,29812,2.26
29813,29813,0.89
29814,29814,0.89
29815,29815,1.02
29816,29816,1.58
29817,29817,1.5
29818,29818,2.25
29819,29819,11.46
29820,29820,1.46
29821,29821,3.52
29822,29822,2.86
29823,29823,0.72
29824,29824,2.13
29825,29825,1.2
29826,29826,0.49
29827,29827,1.32
29828,29828,4.15
29829,29829,1.79
29830,29830,1.85
29831,29831,0.39
29832,29832,0.29
29833,29833,1.45
29834,29834,0.86
29835,29835,0.76
29836,29836,3.26
29837,29837,0.35
29838,29838,2.92
29839,29839,10.88
29840,29840,1.77
29841,29841,1.66
29842,29842,2.1
29843,29843,0.36
29844,29844,1.68
29845,29845,2.2
29846,29846,1.8
29847,29847,6.7
29848,29848,0.77
29849,29849,1.83
29850,29850,4.13
29851,29851,23.15
29852,29852,2.51
29853,29853,2.36
29854,29854,0.54
29855,29855,0.53
29856,29856,3.61
29857,29857,2.02
29858,29858,0.6
29859,29859,1.13
29860,29860,4.6
29861,29861,2.01
29862,29862,2.49
29863,29863,16.1
29864,29864,1.72
29865,29865,1.1
29866,29866,5.1
29867,29867,1.36
29868,29868,0.01
29869,29869,2.61
29870,29870,0.78
29871,29871,1.07
29872,29872,1.12
29873,29873,1.6
29874,29874,1.46
29875,29875,0.91
29876,29876,5.63
29877,29877,1.76
29878,29878,2.16
29879,29879,14.02
29880,29880,2.07
29881,29881,0.75
29882,29882,0.31
29883,29883,0.3
29884,29884,1.46
29885,29885,1.61
29886,29886,1.48
29887,29887,2.91
29888,29888,1.58
29889,29889,2.86
29890,29890,0.95
29891,29891,1.73
29892,29892,2.3
29893,29893,1.96
29894,29894,1.49
29895,29895,1.53
29896,29896,25.71
29897,29897,0.74
29898,29898,0.58
29899,29899,12.22
29900,29900,11.42
29901,29901,3.47
29902,29902,0.98
29903,29903,1.57
29904,29904,1.72
29905,29905,1.8
29906,29906,1.85
29907,29907,1.37
29908,29908,1.08
29909,29909,1.4
29910,29910,8.54
29911,29911,2.42
29912,29912,0.83
29913,29913,0.63
29914,29914,5.07
29915,29915,10.47
29916,29916,2.55
29917,29917,0.91
29918,29918,1.49
29919,29919,3.89
29920,29920,2.55
29921,29921,4.67
29922,29922,0.07
29923,29923,0.32
29924,29924,2.58
29925,29925,1.2
29926,29926,4.42
29927,29927,4.18
29928,29928,2.76
29929,29929,0.86
29930,29930,1.94
29931,29931,1.26
29932,29932,0.48
29933,29933,1.0
29934,29934,1.66
29935,29935,0.58
29936,29936,0.63
29937,29937,0.72
29938,29938,0.74
29939,29939,0.38
29940,29940,0.41
29941,29941,1.45
29942,29942,2.16
29943,29943,2.38
29944,29944,2.15
29945,29945,1.42
29946,29946,0.55
29947,29947,2.39
29948,29948,2.21
29949,29949,1.24
29950,29950,3.39
29951,29951,2.13
29952,29952,6.41
29953,29953,9.65
29954,29954,0.5
29955,29955,1.59
29956,29956,1.08
29957,29957,1.31
29958,29958,0.58
29959,29959,1.05
29960,29960,0.6
29961,29961,0.85
29962,29962,1.51
29963,29963,1.91
29964,29964,2.31
29965,29965,10.07
29966,29966,3.68
29967,29967,0.8
29968,29968,1.94
29969,29969,1.55
29970,29970,0.98
29971,29971,1.01
29972,29972,0.92
29973,29973,1.33
29974,29974,0.61
29975,29975,0.84
29976,29976,0.83
29977,29977,1.92
29978,29978,1.94
29979,29979,1.6
29980,29980,1.45
29981,29981,1.56
29982,29982,0.49
29983,29983,2.84
29984,29984,1.25
29985,29985,1.37
29986,29986,2.31
29987,29987,0.83
29988,29988,2.14
29989,29989,8.32
29990,29990,3.72
29991,29991,0.77
29992,29992,1.38
29993,29993,4.84
29994,29994,1.0
29995,29995,0.76
29996,29996,0.0
29997,29997,2.37
29998,29998,0.49
29999,29999,0.71
30000,30000,1.08
30001,30001,0.23
30002,30002,2.25
30003,30003,1.94
30004,30004,10.72
30005,30005,4.5
30006,30006,7.04
30007,30007,2.27
30008,30008,2.02
30009,30009,1.35
30010,30010,0.86
30011,30011,1.3
30012,30012,12.9
30013,30013,0.63
30014,30014,1.75
30015,30015,1.04
30016,30016,5.77
30017,30017,1.18
30018,30018,2.11
30019,30019,0.72
30020,30020,1.4
30021,30021,1.39
30022,30022,0.35
30023,30023,5.81
30024,30024,0.87
30025,30025,2.55
30026,30026,2.87
30027,30027,1.3
30028,30028,0.48
30029,30029,10.32
30030,30030,3.07
30031,30031,2.67
30032,30032,0.78
30033,30033,3.53
30034,30034,5.03
30035,30035,18.92
30036,30036,0.88
30037,30037,4.54
30038,30038,1.22
30039,30039,1.58
30040,30040,3.76
30041,30041,0.51
30042,30042,1.97
30043,30043,1.3
30044,30044,3.43
30045,30045,1.89
30046,30046,0.85
30047,30047,3.31
30048,30048,9.92
30049,30049,3.29
30050,30050,11.49
30051,30051,1.42
30052,30052,1.18
30053,30053,1.47
30054,30054,0.56
30055,30055,1.16
30056,30056,4.17
30057,30057,0.92
30058,30058,2.05
30059,30059,1.84
30060,30060,8.84
30061,30061,3.03
30062,30062,1.48
30063,30063,0.53
30064,30064,1.38
30065,30065,12.25
30066,30066,3.34
30067,30067,3.47
30068,30068,2.65
30069,30069,1.94
30070,30070,1.09
30071,30071,2.64
30072,30072,0.75
30073,30073,0.62
30074,30074,2.56
30075,30075,1.56
30076,30076,1.06
30077,30077,0.59
30078,30078,0.59
30079,30079,3.72
30080,30080,1.3
30081,30081,1.66
30082,30082,1.2
30083,30083,0.6
30084,30084,1.49
30085,30085,1.6
30086,30086,16.9
30087,30087,1.93
30088,30088,7.37
30089,30089,0.71
30090,30090,1.14
30091,30091,1.55
30092,30092,0.83
30093,30093,2.19
30094,30094,1.0
30095,30095,0.73
30096,30096,0.9
30097,30097,1.68
30098,30098,2.99
30099,30099,1.36
30100,30100,0.45
30101,30101,3.16
30102,30102,1.57
30103,30103,4.2
30104,30104,3.19
30105,30105,0.57
30106,30106,1.19
30107,30107,2.69
30108,30108,1.48
30109,30109,1.31
30110,30110,1.28
30111,30111,4.31
30112,30112,1.52
30113,30113,0.85
30114,30114,2.3
30115,30115,1.28
30116,30116,1.13
30117,30117,1.77
30118,30118,1.33
30119,30119,1.59
30120,30120,1.23
30121,30121,2.09
30122,30122,2.44
30123,30123,0.74
30124,30124,1.79
30125,30125,0.71
30126,30126,4.4
30127,30127,1.26
30128,30128,3.24
30129,30129,0.94
30130,30130,2.63
30131,30131,1.74
30132,30132,0.68
30133,30133,0.54
30134,30134,0.77
30135,30135,2.54
30136,30136,2.43
30137,30137,2.19
30138,30138,0.6
30139,30139,5.36
30140,30140,1.05
30141,30141,1.74
30142,30142,1.2
30143,30143,0.5
30144,30144,0.78
30145,30145,1.0
30146,30146,1.6
30147,30147,1.57
30148,30148,0.57
30149,30149,2.49
30150,30150,2.06
30151,30151,0.88
30152,30152,2.05
30153,30153,0.78
30154,30154,1.02
30155,30155,1.2
30156,30156,3.34
30157,30157,2.5
30158,30158,1.78
30159,30159,1.49
30160,30160,3.54
30161,30161,1.28
30162,30162,1.78
30163,30163,1.35
30164,30164,1.79
30165,30165,2.42
30166,30166,3.38
30167,30167,0.7
30168,30168,0.79
30169,30169,0.59
30170,30170,9.15
30171,30171,1.39
30172,30172,1.18
30173,30173,0.76
30174,30174,1.54
30175,30175,0.95
30176,30176,1.32
30177,30177,3.46
30178,30178,3.38
30179,30179,2.66
30180,30180,1.59
30181,30181,1.05
30182,30182,1.53
30183,30183,5.97
30184,30184,3.08
30185,30185,0.25
30186,30186,1.02
30187,30187,0.94
30188,30188,1.4
30189,30189,0.94
30190,30190,1.01
30191,30191,1.19
30192,30192,1.27
30193,30193,1.1
30194,30194,1.32
30195,30195,2.45
30196,30196,1.17
30197,30197,1.53
30198,30198,1.14
30199,30199,1.2
30200,30200,0.46
30201,30201,3.41
30202,30202,0.78
30203,30203,0.69
30204,30204,1.68
30205,30205,1.52
30206,30206,2.87
30207,30207,1.6
30208,30208,0.67
30209,30209,1.17
30210,30210,17.25
30211,30211,1.96
30212,30212,19.45
30213,30213,1.1
30214,30214,0.89
30215,30215,5.36
30216,30216,1.57
30217,30217,1.15
30218,30218,1.06
30219,30219,0.66
30220,30220,2.53
30221,30221,0.6
30222,30222,9.58
30223,30223,1.06
30224,30224,0.86
30225,30225,1.51
30226,30226,0.58
30227,30227,1.81
30228,30228,1.89
30229,30229,0.57
30230,30230,0.61
30231,30231,1.84
30232,30232,2.24
30233,30233,1.86
30234,30234,0.58
30235,30235,1.6
30236,30236,0.56
30237,30237,3.43
30238,30238,0.15
30239,30239,1.73
30240,30240,1.54
30241,30241,0.27
30242,30242,0.18
30243,30243,1.95
30244,30244,1.15
30245,30245,2.11
30246,30246,2.09
30247,30247,1.46
30248,30248,1.73
30249,30249,0.61
30250,30250,21.44
30251,30251,1.41
30252,30252,1.61
30253,30253,1.8
30254,30254,1.06
30255,30255,1.74
30256,30256,3.34
30257,30257,1.13
30258,30258,5.41
30259,30259,1.43
30260,30260,1.57
30261,30261,0.74
30262,30262,2.06
30263,30263,2.77
30264,30264,1.18
30265,30265,9.28
30266,30266,1.83
30267,30267,0.69
30268,30268,2.1
30269,30269,4.7
30270,30270,3.98
30271,30271,0.66
30272,30272,3.85
30273,30273,1.22
30274,30274,1.04
30275,30275,2.05
30276,30276,0.95
30277,30277,2.66
30278,30278,6.63
30279,30279,0.63
30280,30280,1.03
30281,30281,2.1
30282,30282,1.4
30283,30283,1.03
30284,30284,1.71
30285,30285,1.7
30286,30286,0.93
30287,30287,1.27
30288,30288,0.91
30289,30289,5.96
30290,30290,1.31
30291,30291,0.86
30292,30292,0.0
30293,30293,0.0
30294,30294,1.85
30295,30295,0.54
30296,30296,2.25
30297,30297,2.49
30298,30298,3.46
30299,30299,0.26
30300,30300,3.54
30301,30301,0.58
30302,30302,3.5
30303,30303,1.36
30304,30304,4.9
30305,30305,3.22
30306,30306,1.38
30307,30307,3.24
30308,30308,5.33
30309,30309,1.54
30310,30310,1.41
30311,30311,1.05
30312,30312,2.45
30313,30313,0.72
30314,30314,1.5
30315,30315,0.43
30316,30316,1.11
30317,30317,1.05
30318,30318,0.96
30319,30319,1.38
30320,30320,1.24
30321,30321,1.78
30322,30322,8.46
30323,30323,2.26
30324,30324,1.26
30325,30325,0.61
30326,30326,0.63
30327,30327,7.59
30328,30328,1.42
30329,30329,1.26
30330,30330,3.58
30331,30331,1.68
30332,30332,3.03
30333,30333,1.7
30334,30334,1.94
30335,30335,5.95
30336,30336,0.68
30337,30337,2.59
30338,30338,0.54
30339,30339,4.11
30340,30340,0.53
30341,30341,2.35
30342,30342,0.75
30343,30343,2.82
30344,30344,6.17
30345,30345,8.52
30346,30346,1.52
30347,30347,3.37
30348,30348,3.55
30349,30349,2.57
30350,30350,0.38
30351,30351,2.86
30352,30352,2.91
30353,30353,0.94
30354,30354,1.94
30355,30355,1.07
30356,30356,10.06
30357,30357,0.73
30358,30358,3.22
30359,30359,1.26
30360,30360,6.36
30361,30361,2.64
30362,30362,1.78
30363,30363,1.13
30364,30364,0.57
30365,30365,2.9
30366,30366,1.02
30367,30367,0.27
30368,30368,0.74
30369,30369,0.97
30370,30370,8.68
30371,30371,12.8
30372,30372,1.57
30373,30373,2.79
30374,30374,1.72
30375,30375,0.94
30376,30376,2.72
30377,30377,1.26
30378,30378,0.62
30379,30379,1.21
30380,30380,1.47
30381,30381,1.77
30382,30382,2.05
30383,30383,5.24
30384,30384,1.15
30385,30385,5.2
30386,30386,1.01
30387,30387,5.9
30388,30388,0.56
30389,30389,0.89
30390,30390,1.19
30391,30391,2.12
30392,30392,1.31
30393,30393,0.66
30394,30394,1.95
30395,30395,0.59
30396,30396,2.29
30397,30397,0.59
30398,30398,0.8
30399,30399,1.24
30400,30400,1.4
30401,30401,1.02
30402,30402,1.49
30403,30403,1.44
30404,30404,1.02
30405,30405,13.05
30406,30406,1.44
30407,30407,1.03
30408,30408,1.02
30409,30409,0.8
30410,30410,1.26
30411,30411,0.7
30412,30412,1.05
30413,30413,1.91
30414,30414,2.21
30415,30415,12.72
30416,30416,1.37
30417,30417,0.78
30418,30418,1.16
30419,30419,3.59
30420,30420,1.89
30421,30421,2.56
30422,30422,0.47
30423,30423,0.66
30424,30424,1.04
30425,30425,2.46
30426,30426,3.4
30427,30427,1.64
30428,30428,2.0
30429,30429,1.05
30430,30430,1.77
30431,30431,2.24
30432,30432,5.5
30433,30433,1.43
30434,30434,2.43
30435,30435,1.4
30436,30436,3.94
30437,30437,0.65
30438,30438,1.28
30439,30439,0.75
30440,30440,10.4
30441,30441,1.35
30442,30442,0.94
30443,30443,1.97
30444,30444,2.36
30445,30445,2.26
30446,30446,1.68
30447,30447,2.13
30448,30448,1.18
30449,30449,1.01
30450,30450,4.35
30451,30451,1.06
30452,30452,3.15
30453,30453,1.35
30454,30454,1.11
30455,30455,1.1
30456,30456,1.85
30457,30457,1.18
30458,30458,7.08
30459,30459,1.97
30460,30460,1.2
30461,30461,3.24
30462,30462,8.28
30463,30463,1.08
30464,30464,0.72
30465,30465,1.84
30466,30466,2.28
30467,30467,2.72
30468,30468,1.09
30469,30469,9.32
30470,30470,0.8
30471,30471,1.59
30472,30472,5.12
30473,30473,7.86
30474,30474,0.55
30475,30475,0.9
30476,30476,3.32
30477,30477,0.93
30478,30478,4.81
30479,30479,0.64
30480,30480,5.24
30481,30481,0.34
30482,30482,0.98
30483,30483,2.71
30484,30484,0.65
30485,30485,1.29
30486,30486,1.05
30487,30487,3.0
30488,30488,1.68
30489,30489,1.82
30490,30490,9.05
30491,30491,0.4
30492,30492,1.24
30493,30493,4.9
30494,30494,1.48
30495,30495,1.44
30496,30496,18.71
30497,30497,1.32
30498,30498,0.98
30499,30499,1.16
30500,30500,0.51
30501,30501,0.93
30502,30502,1.22
30503,30503,1.71
30504,30504,2.62
30505,30505,1.47
30506,30506,4.26
30507,30507,0.79
30508,30508,1.64
30509,30509,1.14
30510,30510,9.54
30511,30511,1.64
30512,30512,2.42
30513,30513,0.47
30514,30514,0.6
30515,30515,10.26
30516,30516,1.58
30517,30517,3.95
30518,30518,6.34
30519,30519,2.21
30520,30520,2.54
30521,30521,0.69
30522,30522,1.08
30523,30523,1.56
30524,30524,1.64
30525,30525,0.88
30526,30526,2.12
30527,30527,4.36
30528,30528,1.64
30529,30529,2.52
30530,30530,0.59
30531,30531,2.01
30532,30532,3.71
30533,30533,1.9
30534,30534,2.09
30535,30535,5.08
30536,30536,0.61
30537,30537,0.44
30538,30538,1.15
30539,30539,0.8
30540,30540,0.07
30541,30541,0.07
30542,30542,5.24
30543,30543,0.65
30544,30544,5.08
30545,30545,1.73
30546,30546,0.6
30547,30547,1.79
30548,30548,9.77
30549,30549,0.79
30550,30550,1.32
30551,30551,1.25
30552,30552,0.98
30553,30553,0.77
30554,30554,0.17
30555,30555,1.99
30556,30556,1.47
30557,30557,2.2
30558,30558,0.82
30559,30559,3.86
30560,30560,5.37
30561,30561,2.96
30562,30562,2.26
30563,30563,0.2
30564,30564,5.75
30565,30565,1.07
30566,30566,3.2
30567,30567,2.76
30568,30568,1.2
30569,30569,1.2
30570,30570,0.37
30571,30571,0.71
30572,30572,0.84
30573,30573,4.07
30574,30574,1.09
30575,30575,2.78
30576,30576,3.06
30577,30577,0.68
30578,30578,0.81
30579,30579,0.62
30580,30580,0.0
30581,30581,1.32
30582,30582,2.17
30583,30583,1.89
30584,30584,1.11
30585,30585,2.27
30586,30586,0.54
30587,30587,5.91
30588,30588,11.25
30589,30589,1.76
30590,30590,2.31
30591,30591,0.97
30592,30592,0.9
30593,30593,1.13
30594,30594,1.61
30595,30595,1.29
30596,30596,1.22
30597,30597,4.68
30598,30598,3.14
30599,30599,0.88
30600,30600,1.78
30601,30601,1.48
30602,30602,2.14
30603,30603,1.41
30604,30604,0.6
30605,30605,3.7
30606,30606,17.6
30607,30607,0.96
30608,30608,1.2
30609,30609,0.44
30610,30610,1.1
30611,30611,2.61
30612,30612,2.04
30613,30613,4.79
30614,30614,19.08
30615,30615,4.22
30616,30616,1.36
30617,30617,7.32
30618,30618,0.89
30619,30619,0.9
30620,30620,0.95
30621,30621,8.88
30622,30622,2.95
30623,30623,3.32
30624,30624,3.44
30625,30625,1.26
30626,30626,1.56
30627,30627,1.04
30628,30628,1.63
30629,30629,4.06
30630,30630,1.16
30631,30631,2.69
30632,30632,1.15
30633,30633,1.23
30634,30634,0.52
30635,30635,1.35
30636,30636,13.36
30637,30637,8.31
30638,30638,1.14
30639,30639,2.04
30640,30640,11.15
30641,30641,8.54
30642,30642,1.08
30643,30643,5.17
30644,30644,0.83
30645,30645,1.66
30646,30646,2.27
30647,30647,0.72
30648,30648,0.7
30649,30649,1.22
30650,30650,0.6
30651,30651,1.04
30652,30652,15.88
30653,30653,11.01
30654,30654,1.31
30655,30655,2.74
30656,30656,0.65
30657,30657,0.75
30658,30658,2.25
30659,30659,0.5
30660,30660,1.01
30661,30661,0.4
30662,30662,0.88
30663,30663,2.0
30664,30664,1.67
30665,30665,3.16
30666,30666,1.42
30667,30667,2.57
30668,30668,2.52
30669,30669,0.62
30670,30670,9.92
30671,30671,0.74
30672,30672,1.14
30673,30673,1.28
30674,30674,2.2
30675,30675,0.75
30676,30676,0.57
30677,30677,12.16
30678,30678,1.29
30679,30679,0.78
30680,30680,1.0
30681,30681,0.94
30682,30682,12.69
30683,30683,8.22
30684,30684,1.64
30685,30685,1.59
30686,30686,0.35
30687,30687,1.15
30688,30688,10.48
30689,30689,4.15
30690,30690,1.39
30691,30691,0.5
30692,30692,0.53
30693,30693,0.99
30694,30694,1.47
30695,30695,1.88
30696,30696,1.36
30697,30697,0.22
30698,30698,1.77
30699,30699,2.35
30700,30700,0.98
30701,30701,0.84
30702,30702,2.72
30703,30703,1.89
30704,30704,0.52
30705,30705,0.93
30706,30706,1.32
30707,30707,1.16
30708,30708,2.03
30709,30709,2.41
30710,30710,1.76
30711,30711,6.31
30712,30712,5.16
30713,30713,2.42
30714,30714,3.67
30715,30715,1.16
30716,30716,1.62
30717,30717,4.1
30718,30718,1.04
30719,30719,1.07
30720,30720,1.05
30721,30721,0.54
30722,30722,4.83
30723,30723,0.74
30724,30724,0.16
30725,30725,1.99
30726,30726,2.47
30727,30727,3.28
30728,30728,4.08
30729,30729,3.31
30730,30730,2.9
30731,30731,2.3
30732,30732,2.6
30733,30733,8.87
30734,30734,3.57
30735,30735,1.1
30736,30736,0.47
30737,30737,1.02
30738,30738,3.15
30739,30739,3.99
30740,30740,1.03
30741,30741,0.0
30742,30742,2.9
30743,30743,1.0
30744,30744,0.9
30745,30745,0.63
30746,30746,0.69
30747,30747,0.94
30748,30748,0.83
30749,30749,7.74
30750,30750,1.34
30751,30751,0.48
30752,30752,2.18
30753,30753,1.4
30754,30754,1.68
30755,30755,13.46
30756,30756,0.82
30757,30757,1.7
30758,30758,2.51
30759,30759,0.33
30760,30760,0.85
30761,30761,2.76
30762,30762,0.81
30763,30763,0.73
30764,30764,3.77
30765,30765,2.56
30766,30766,0.62
30767,30767,1.15
30768,30768,0.93
30769,30769,1.28
30770,30770,0.92
30771,30771,5.02
30772,30772,1.62
30773,30773,1.09
30774,30774,2.7
30775,30775,2.56
30776,30776,0.82
30777,30777,0.51
30778,30778,2.02
30779,30779,0.62
30780,30780,1.44
30781,30781,2.58
30782,30782,1.69
30783,30783,1.52
30784,30784,1.32
30785,30785,0.15
30786,30786,1.65
30787,30787,1.8
30788,30788,0.76
30789,30789,0.46
30790,30790,0.42
30791,30791,17.94
30792,30792,1.29
30793,30793,2.2
30794,30794,0.39
30795,30795,0.89
30796,30796,3.64
30797,30797,0.43
30798,30798,3.21
30799,30799,3.4
30800,30800,1.02
30801,30801,0.81
30802,30802,0.53
30803,30803,1.17
30804,30804,0.64
30805,30805,3.76
30806,30806,10.61
30807,30807,1.24
30808,30808,1.56
30809,30809,0.33
30810,30810,1.5
30811,30811,2.07
30812,30812,2.12
30813,30813,1.44
30814,30814,0.65
30815,30815,2.04
30816,30816,0.48
30817,30817,0.57
30818,30818,3.47
30819,30819,1.0
30820,30820,1.04
30821,30821,0.25
30822,30822,18.46
30823,30823,5.84
30824,30824,0.85
30825,30825,1.73
30826,30826,2.64
30827,30827,1.87
30828,30828,1.47
30829,30829,2.6
30830,30830,0.84
30831,30831,1.98
30832,30832,5.95
30833,30833,0.5
30834,30834,1.39
30835,30835,2.65
30836,30836,1.03
30837,30837,0.74
30838,30838,2.28
30839,30839,3.65
30840,30840,1.16
30841,30841,0.85
30842,30842,0.59
30843,30843,1.61
30844,30844,2.34
30845,30845,3.55
30846,30846,1.41
30847,30847,0.9
30848,30848,2.71
30849,30849,1.23
30850,30850,0.97
30851,30851,16.32
30852,30852,0.78
30853,30853,0.66
30854,30854,1.1
30855,30855,1.61
30856,30856,1.87
30857,30857,0.77
30858,30858,1.02
30859,30859,1.0
30860,30860,2.14
30861,30861,1.37
30862,30862,2.95
30863,30863,8.03
30864,30864,0.9
30865,30865,11.19
30866,30866,12.85
30867,30867,1.45
30868,30868,2.43
30869,30869,1.25
30870,30870,2.66
30871,30871,1.99
30872,30872,0.84
30873,30873,1.04
30874,30874,1.27
30875,30875,0.7
30876,30876,2.19
30877,30877,2.48
30878,30878,0.75
30879,30879,0.33
30880,30880,1.97
30881,30881,1.33
30882,30882,1.03
30883,30883,0.5
30884,30884,11.21
30885,30885,1.22
30886,30886,5.39
30887,30887,1.51
30888,30888,1.49
30889,30889,5.42
30890,30890,0.4
30891,30891,2.33
30892,30892,5.56
30893,30893,18.06
30894,30894,1.08
30895,30895,2.29
30896,30896,0.96
30897,30897,4.02
30898,30898,3.5
30899,30899,1.24
30900,30900,1.68
30901,30901,1.11
30902,30902,0.96
30903,30903,2.7
30904,30904,0.75
30905,30905,1.06
30906,30906,1.04
30907,30907,1.44
30908,30908,2.59
30909,30909,1.46
30910,30910,1.25
30911,30911,1.32
30912,30912,0.69
30913,30913,1.6
30914,30914,2.12
30915,30915,0.63
30916,30916,1.56
30917,30917,1.5
30918,30918,0.61
30919,30919,1.26
30920,30920,2.14
30921,30921,1.62
30922,30922,1.0
30923,30923,0.88
30924,30924,2.69
30925,30925,1.79
30926,30926,1.55
30927,30927,2.15
30928,30928,2.27
30929,30929,1.6
30930,30930,0.7
30931,30931,1.69
30932,30932,3.86
30933,30933,7.03
30934,30934,1.87
30935,30935,1.32
30936,30936,1.27
30937,30937,0.83
30938,30938,1.27
30939,30939,3.09
30940,30940,1.71
30941,30941,2.22
30942,30942,0.94
30943,30943,1.79
30944,30944,2.51
30945,30945,1.3
30946,30946,1.85
30947,30947,0.82
30948,30948,13.57
30949,30949,2.36
30950,30950,6.41
30951,30951,1.37
